,Month,REFERENCE RATE : US DOLLAR  (USD) ,USA : DOLLAR (USD) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,UNITED KINGDOM : POUND STERING (GBP),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,EURO ZONE : EURO (EUR),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,JAPAN : YEN (100 YEN) (JPY) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,HONG KONG : DOLLAR (HKD),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,MALAYSIA : RINGGIT (MYR),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,SINGAPORE : DOLLAR (SGD),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,BRUNEI : DOLLAR (BND) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,PHILIPPINES : PESO (PHP) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,INDONESIA : RUPIAH (1000 RUPIAH) (IDR),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,INDIA : RUPEE (INR),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,SWITZERLAND : FRANC (CHF) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,AUSTRALIA : DOLLAR (AUD) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,NEW ZEALAND : DOLLAR (NZD),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,CANADA : DOLLAR (CAD),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,SWEDEN : KRONA (SEK),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,DENMARK : KRONE (DKK) ,      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,NORWAY : KRONE (NOK),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE ,CHINA : YUAN RENMINBI (CNY),      BUYING SIGHT ,      BUYING TRANSFER,      SELLING ,      MID RATE 
DEC 2005,,41.0747,,40.8794,40.9769,41.1767,41.0281,,71.2343,71.4072,72.0644,71.6494,,48.3704,48.4882,49.0148,48.6926,,34.4388,34.5276,34.9592,34.699,,5.2562,5.2727,5.323,5.2896,,10.6131,10.6493,11.1104,10.8618,,24.3179,24.3847,24.7039,24.5109,,24.2135,24.3342,24.7758,24.4947,,0.7531,0.7571,0.7812,0.7672,,3.9242,3.9578,4.3942,4.1592,,0.8479,0.8574,0.9544,0.9012,,31.2323,31.3064,31.6656,31.449,,30.1224,30.2071,30.6979,30.4102,,28.1359,28.2366,28.7013,28.4186,,34.9952,35.1245,35.5766,35.2859,,5.1057,5.1301,5.1955,5.1506,,6.4923,6.5135,6.5879,6.5401,,6.0566,6.0761,6.1418,6.0992,,5.0052,5.0274,5.0977,5.0515
NOV 2005,,41.124,,40.9236,41.0202,41.2183,41.071,,70.8947,71.065,71.7256,71.3102,,48.136,48.2488,48.7796,48.4578,,34.4526,34.541,34.9718,34.7122,,5.261,5.2776,5.3275,5.2943,,10.6175,10.6538,11.1244,10.871,,23.9927,24.0582,24.3698,24.1813,,23.893,24.0091,24.4379,24.1655,,0.7399,0.7438,0.7666,0.7533,,3.8709,3.9044,4.323,4.097,,0.8405,0.8504,0.9547,0.8976,,31.1454,31.2168,31.5791,31.3623,,29.9193,30.0099,30.5003,30.2098,,28.0443,28.15,28.5977,28.321,,34.4328,34.5591,34.9955,34.7142,,5.0199,5.0423,5.1088,5.0644,,6.4616,6.4821,6.5549,6.5083,,6.1493,6.1688,6.2363,6.1928,,5.025,5.0419,5.1021,5.0636
OCT 2005,,40.9075,,40.7171,40.8134,41.0077,40.8624,,71.6574,71.8316,72.4875,72.0725,,48.8331,48.9468,49.4771,49.1551,,35.3566,35.4467,35.8917,35.6242,,5.2332,5.2497,5.2985,5.2659,,10.5795,10.6158,11.0887,10.8341,,23.9801,24.0457,24.3556,24.1679,,23.8855,24.0002,24.4243,24.1549,,0.7217,0.7252,0.7471,0.7344,,3.8179,3.8471,4.3009,4.0594,,0.8572,0.8666,0.971,0.9141,,31.5196,31.5893,31.9587,31.7392,,30.5399,30.6324,31.1216,30.8308,,28.2348,28.3447,28.7841,28.5095,,34.4486,34.5746,35.0078,34.7282,,5.1681,5.1926,5.2571,5.2126,,6.5458,6.5671,6.6415,6.5937,,6.2232,6.2433,6.3128,6.268,,4.9984,5.0154,5.0748,5.0366
SEP 2005,,41.0518,,40.8631,40.959,41.1523,41.0077,,73.7506,73.928,74.5855,74.1681,,49.9354,50.0526,50.5773,50.2564,,36.6514,36.7434,37.2053,36.9284,,5.2481,5.2642,5.3133,5.2807,,10.6447,10.6791,11.1207,10.8827,,24.2061,24.2708,24.5836,24.3949,,24.0923,24.2204,24.6659,24.3791,,0.7181,0.7217,0.7427,0.7304,,3.7828,3.8147,4.2683,4.0256,,0.8741,0.8839,0.9897,0.9319,,32.2227,32.2955,32.6685,32.4456,,31.0738,31.1636,31.6586,31.3662,,28.3778,28.4881,28.929,28.6534,,34.4669,34.5883,35.025,34.746,,5.3253,5.3527,5.4161,5.3707,,6.6891,6.7106,6.7872,6.7382,,6.3883,6.4087,6.4807,6.4345,,5.0061,5.0244,5.0903,5.0482
AUG 2005,,41.1914,,41.003,41.0987,41.2898,41.1464,,73.3056,73.4823,74.1423,73.724,,50.2205,50.3348,50.8613,50.5409,,36.8798,36.9713,37.4357,37.1578,,5.26,5.2762,5.3252,5.2926,,10.7016,10.738,11.192,10.9468,,24.5549,24.6201,24.9379,24.7464,,24.4634,24.574,25.0175,24.7405,,0.7227,0.7262,0.7476,0.7352,,3.8754,3.9103,4.3777,4.1266,,0.8796,0.889,1.0022,0.9409,,32.3181,32.3929,32.7678,32.543,,31.0175,31.1027,31.5989,31.3082,,28.3071,28.4064,28.8581,28.5826,,33.8234,33.9366,34.3454,34.0844,,5.3436,5.3698,5.4323,5.388,,6.7255,6.7466,6.8223,6.7739,,6.3364,6.3558,6.4263,6.3814,,5.0251,5.0409,5.0967,5.0609
JUL 2005,,41.7628,,41.5661,41.6605,41.8466,41.7064,,72.6089,72.778,73.4292,73.0191,,49.8941,50.0045,50.5262,50.2102,,36.957,37.047,37.505,37.231,,5.3294,5.3455,5.3936,5.3615,,10.7517,10.7862,11.269,11.0104,,24.5662,24.6298,24.9422,24.7542,,24.4624,24.5786,25.0079,24.7352,,0.7314,0.7349,0.7575,0.7445,,4.0006,4.034,4.5046,4.2526,,0.8881,0.8986,1.0134,0.9508,,32.0138,32.0855,32.4483,32.2311,,31.0568,31.1422,31.6333,31.3451,,28.0151,28.1072,28.5574,28.2863,,33.7993,33.906,34.306,34.0527,,5.2647,5.2904,5.3503,5.3075,,6.6828,6.7033,6.7769,6.7299,,6.2876,6.3061,6.3749,6.3313,,5.0347,5.0474,5.0926,5.0637
JUN 2005,,40.9221,,40.725,40.8196,41.0076,40.8663,,73.9398,74.1135,74.7705,74.3552,,49.4206,49.5312,50.0536,49.7371,,37.3483,37.4407,37.9122,37.6303,,5.2212,5.2375,5.2854,5.2533,,10.4994,10.5335,11.0111,10.7553,,24.258,24.3225,24.6374,24.4477,,24.1638,24.2749,24.705,24.4344,,0.7269,0.7305,0.7526,0.7398,,4.0028,4.0404,4.4977,4.2503,,0.8746,0.8844,0.9943,0.9345,,32.1058,32.1792,32.5517,32.3288,,31.0351,31.124,31.614,31.3246,,28.6653,28.7697,29.2243,28.9448,,32.6411,32.744,33.1223,32.8817,,5.3041,5.3315,5.3911,5.3476,,6.6322,6.6529,6.7284,6.6803,,6.252,6.2711,6.3407,6.2964,,4.9043,4.9191,4.969,4.9367
MAY 2005,,39.8378,,39.6338,39.7281,39.9191,39.7765,,73.3983,73.5732,74.2211,73.8097,,50.1749,50.2935,50.8204,50.4977,,37.0193,37.1138,37.591,37.3052,,5.0719,5.0876,5.1349,5.1034,,10.2158,10.2495,10.7249,10.4704,,23.8944,23.959,24.2764,24.0854,,23.8104,23.911,24.3324,24.0714,,0.7186,0.7223,0.7449,0.7318,,3.9725,4.0018,4.4278,4.2002,,0.8568,0.8665,0.9715,0.9142,,32.4616,32.5361,32.9193,32.6905,,30.1955,30.284,30.7624,30.479,,28.3058,28.4125,28.8483,28.5771,,31.4328,31.5266,31.9012,31.667,,5.4117,5.4406,5.502,5.4569,,6.7325,6.7541,6.8329,6.7827,,6.2017,6.2213,6.2913,6.2465,,4.7737,4.7893,4.8376,4.8057
APR 2005,,39.5287,,39.3358,39.4296,39.6213,39.4786,,74.4678,74.6461,75.3196,74.8937,,50.8133,50.9405,51.4706,51.142,,36.5573,36.6494,37.1286,36.843,,5.0285,5.0443,5.0917,5.0601,,10.136,10.1694,10.6464,10.3912,,23.6956,23.7604,24.0739,23.8848,,23.6215,23.7205,24.1343,23.8779,,0.7112,0.7146,0.7373,0.7243,,3.8919,3.9232,4.3753,4.1336,,0.8449,0.8546,0.9655,0.9052,,32.8401,32.9158,33.3107,33.0754,,30.2323,30.3199,30.7997,30.516,,28.1368,28.2368,28.6791,28.408,,31.7415,31.8347,32.2184,31.98,,5.4777,5.5063,5.5613,5.5195,,6.8109,6.8332,6.9124,6.8617,,6.2107,6.2296,6.2996,6.2552,,4.742,4.7547,4.7982,4.7701
MAR 2005,,38.6061,,38.4076,38.5017,38.696,38.5518,,72.9849,73.162,73.8267,73.4058,,50.5002,50.6255,51.1593,50.8298,,36.3363,36.43,36.9134,36.6249,,4.9092,4.925,4.9721,4.9407,,9.8837,9.9183,10.4116,10.1477,,23.4354,23.502,23.8199,23.6277,,23.3457,23.4576,23.8893,23.6175,,0.696,0.6995,0.7212,0.7086,,3.8967,3.9292,4.3391,4.1179,,0.8278,0.8395,0.9494,0.8886,,32.5756,32.6526,33.0493,32.8125,,29.9537,30.0393,30.5221,30.2379,,27.8152,27.9195,28.362,28.0886,,31.4476,31.5434,31.9317,31.6897,,5.4935,5.5245,5.5858,5.5397,,6.7717,6.7941,6.8762,6.824,,6.1619,6.1819,6.2525,6.2072,,4.624,4.6394,4.6894,4.6567
FEB 2005,,38.4796,,38.2973,38.3927,38.5862,38.4418,,72.0435,72.2218,72.8935,72.4685,,49.6585,49.7799,50.3138,49.9862,,36.3509,36.4438,36.933,36.642,,4.8951,4.9106,4.958,4.9266,,9.8387,9.8752,10.3979,10.1183,,23.251,23.3172,23.6322,23.4416,,23.166,23.2722,23.6925,23.4293,,0.6888,0.6924,0.7138,0.7013,,3.9201,3.9497,4.3942,4.1572,,0.8206,0.8321,0.9482,0.8844,,31.9898,32.0648,32.4622,32.226,,29.7031,29.7831,30.2665,29.9848,,27.175,27.2636,27.712,27.4435,,30.7884,30.88,31.2645,31.0265,,5.3959,5.4251,5.4787,5.4373,,6.6633,6.6846,6.7651,6.7142,,5.9596,5.9782,6.0468,6.0032,,4.6124,4.6262,4.673,4.6427
JAN 2005,,38.7502,,38.5611,38.6573,38.8487,38.7049,,72.2689,72.4462,73.1099,72.6894,,50.423,50.5485,51.0796,50.7513,,37.1782,37.2719,37.7691,37.4737,,4.9322,4.9478,4.9944,4.9633,,9.9153,9.9527,10.4592,10.1873,,23.4306,23.4973,23.8122,23.6214,,23.3426,23.4517,23.878,23.6103,,0.683,0.6864,0.7072,0.6951,,3.9737,4.0013,4.4544,4.2141,,0.8262,0.8383,0.9492,0.8877,,32.5765,32.6548,33.0511,32.8138,,29.3323,29.4086,29.8811,29.6067,,27.0148,27.1021,27.5482,27.2815,,31.3746,31.4689,31.8545,31.6146,,5.5063,5.535,5.5947,5.5505,,6.7661,6.7881,6.8701,6.8181,,6.1273,6.1462,6.2175,6.1724,,4.6433,4.6582,4.707,4.6752
DEC 2004,,39.2197,,39.035,39.1306,39.3216,39.1783,,75.1255,75.3082,75.9877,75.5566,,52.1369,52.2647,52.814,52.4755,,37.4275,37.521,38.0244,37.726,,5.004,5.0196,5.0671,5.0356,,10.0255,10.0619,10.6018,10.3137,,23.6731,23.7392,24.0556,23.8644,,23.5909,23.6949,24.118,23.8545,,0.6851,0.6883,0.7097,0.6974,,3.9822,4.0149,4.5125,4.2474,,0.8304,0.8429,0.9557,0.8931,,33.9177,33.9993,34.4253,34.1715,,29.7985,29.8745,30.3603,30.0794,,27.7443,27.8341,28.2864,28.0154,,31.9092,32.0019,32.4008,32.155,,5.7377,5.7676,5.8293,5.7835,,7.0003,7.0239,7.1084,7.0544,,6.329,6.3485,6.4225,6.3758,,4.7013,4.7157,4.7649,4.7331
NOV 2004,,40.3416,,40.1583,40.2532,40.4446,40.3015,,74.415,74.5923,75.269,74.842,,51.9372,52.0686,52.6179,52.2776,,38.1444,38.2375,38.7364,38.4404,,5.1484,5.1641,5.2119,5.1802,,10.3107,10.3474,10.9103,10.6105,,24.2081,24.2736,24.5913,24.3997,,24.1306,24.2355,24.6586,24.3946,,0.7034,0.7067,0.7281,0.7158,,4.199,4.2344,4.7383,4.4687,,0.8342,0.845,0.9569,0.8956,,34.1091,34.1882,34.6016,34.3554,,30.7035,30.7786,31.2725,30.988,,27.8818,27.9785,28.4258,28.1538,,33.3749,33.4928,33.8859,33.6304,,5.6912,5.7198,5.7794,5.7353,,6.9761,7.0016,7.0807,7.0284,,6.371,6.3896,6.4625,6.4168,,4.8385,4.852,4.8979,4.8682
OCT 2004,,41.3138,,41.1255,41.2212,41.4134,41.2695,,74.0637,74.2389,74.9009,74.4823,,51.1328,51.2622,51.7953,51.4641,,37.5525,37.6434,38.1213,37.8369,,5.2634,5.2798,5.3273,5.2954,,10.5599,10.5969,11.1688,10.8644,,24.39,24.4556,24.7739,24.582,,24.3038,24.4139,24.8409,24.5724,,0.7198,0.7233,0.7451,0.7325,,4.2989,4.3328,4.7828,4.5409,,0.8468,0.8566,0.9606,0.9037,,33.1235,33.1988,33.583,33.3533,,29.917,29.9914,30.4825,30.1998,,27.8804,27.9827,28.424,28.1522,,32.7278,32.8406,33.213,32.9704,,5.6005,5.6294,5.6907,5.6456,,6.8649,6.8879,6.9671,6.916,,6.2041,6.223,6.2922,6.2482,,4.95,4.966,5.0179,4.984
SEP 2004,,41.471,,41.2805,41.3765,41.5729,41.4267,,73.8606,74.0347,74.7051,74.2829,,50.2629,50.3844,50.9184,50.5907,,37.3602,37.4514,37.9273,37.6438,,5.2766,5.2926,5.3417,5.3092,,10.6081,10.6462,11.198,10.9031,,24.2288,24.2943,24.6109,24.4199,,24.1312,24.2465,24.6739,24.4026,,0.7241,0.7277,0.7498,0.737,,4.2911,4.3189,4.7394,4.5153,,0.8469,0.8559,0.9582,0.9026,,32.5663,32.6408,33.0213,32.7938,,28.7956,28.8689,29.355,29.0753,,27.0234,27.111,27.5644,27.2939,,31.8571,31.9512,32.3309,32.094,,5.4888,5.518,5.5819,5.5354,,6.7497,6.7714,6.8507,6.8002,,6.0079,6.0259,6.0916,6.0498,,4.966,4.9831,5.0383,5.0022
AUG 2004,,41.5032,,41.3061,41.4022,41.5936,41.4499,,75.0046,75.1868,75.8447,75.4247,,50.1765,50.3069,50.819,50.4978,,37.2988,37.3899,37.8588,37.5788,,5.2801,5.2962,5.3437,5.3119,,10.6111,10.6487,11.21,10.9106,,23.983,24.0488,24.3576,24.1703,,23.8974,24.0067,24.4208,24.1591,,0.7293,0.7328,0.7558,0.7426,,4.26,4.2881,4.7127,4.4864,,0.8443,0.8525,0.9559,0.9001,,32.615,32.6896,33.063,32.839,,29.1745,29.2497,29.73,29.4523,,26.8988,26.9885,27.4416,27.1702,,31.3567,31.4494,31.8126,31.5847,,5.4291,5.4576,5.5239,5.4765,,6.7414,6.7626,6.8422,6.7918,,6.0228,6.0421,6.1086,6.0657,,4.9688,4.9861,5.0415,5.0052
JUL 2004,,40.9353,,40.7388,40.8347,41.0265,40.8827,,74.9772,75.1559,75.8257,75.4015,,49.8721,49.9907,50.5235,50.1978,,37.1012,37.1924,37.6684,37.3848,,5.2076,5.2235,5.2709,5.2393,,10.464,10.5016,11.0558,10.7599,,23.6959,23.7601,24.0668,23.8814,,23.6044,23.7171,24.1318,23.8681,,0.7181,0.7217,0.7434,0.7308,,4.3001,4.3316,4.7688,4.5345,,0.8342,0.8463,0.9494,0.8918,,32.6548,32.7302,33.1078,32.8813,,29.0412,29.1144,29.5922,29.3167,,26.2096,26.2947,26.7429,26.4763,,30.7048,30.7969,31.1519,30.9284,,5.3862,5.4143,5.4777,5.432,,6.7001,6.7214,6.7999,6.75,,5.8791,5.8969,5.963,5.9211,,4.9022,4.9185,4.971,4.9366
JUN 2004,,40.8035,,40.6127,40.7086,40.9014,40.7571,,74.0766,74.2515,74.9292,74.5029,,49.1217,49.2374,49.7703,49.446,,36.9698,37.0606,37.5407,37.2553,,5.1929,5.2087,5.2568,5.2249,,10.4334,10.4732,11.0117,10.7226,,23.6098,23.6734,23.9807,23.7953,,23.5109,23.6257,24.044,23.7775,,0.7148,0.7185,0.7402,0.7275,,4.1195,4.1439,4.5725,4.346,,0.8396,0.8492,0.9574,0.8985,,32.3476,32.4229,32.8073,32.5775,,27.9822,28.0525,28.5355,28.2589,,25.3506,25.4331,25.8766,25.6136,,29.7573,29.8435,30.1943,29.9758,,5.3359,5.3636,5.4249,5.3804,,6.6003,6.6208,6.6982,6.6493,,5.9252,5.9427,6.0104,5.9678,,4.8856,4.9022,4.9568,4.9212
MAY 2004,,40.5678,,40.3748,40.4696,40.6582,40.5165,,71.9681,72.1392,72.8028,72.3855,,48.3065,48.4199,48.9449,48.6257,,35.8215,35.9108,36.3729,36.0972,,5.1629,5.1788,5.225,5.194,,10.3735,10.4112,10.9517,10.6626,,23.4838,23.548,23.8438,23.6638,,23.3822,23.4948,23.9111,23.6467,,0.7128,0.7165,0.7384,0.7256,,4.2482,4.2789,4.7396,4.4939,,0.8382,0.8477,0.9563,0.8973,,31.3727,31.4459,31.8068,31.5898,,28.2263,28.2969,28.7712,28.4988,,24.6405,24.717,25.1556,24.8981,,29.1756,29.2598,29.5888,29.3822,,5.2507,5.2767,5.3356,5.2932,,6.4876,6.5073,6.5811,6.5344,,5.8789,5.8959,5.9632,5.9211,,4.8618,4.8762,4.9265,4.8942
APR 2004,,39.4415,,39.2459,39.3405,39.531,39.3885,,70.6563,70.8268,71.4813,71.0688,,46.9601,47.0744,47.5894,47.2748,,36.3258,36.418,36.896,36.6109,,5.0185,5.0345,5.081,5.0498,,10.0877,10.1252,10.6453,10.3665,,23.1815,23.2464,23.5467,23.3641,,23.0839,23.1918,23.6124,23.3482,,0.6923,0.6957,0.7168,0.7046,,4.3458,4.3781,4.8089,4.5774,,0.841,0.8498,0.9568,0.8989,,30.2151,30.2881,30.6367,30.4259,,29.055,29.129,29.6006,29.3278,,25.0168,25.097,25.5272,25.272,,29.1694,29.2589,29.5957,29.3826,,5.0826,5.1087,5.1669,5.1248,,6.2999,6.32,6.394,6.347,,5.6536,5.671,5.7357,5.6947,,4.7274,4.7413,4.7896,4.7585
MAR 2004,,39.4517,,39.2569,39.3523,39.5422,39.3996,,71.652,71.8271,72.489,72.0705,,48.0474,48.1642,48.6894,48.3684,,36.0352,36.1272,36.5959,36.3156,,5.0227,5.0386,5.0858,5.0543,,10.0846,10.1209,10.6563,10.3705,,23.0055,23.0702,23.3708,23.1882,,22.9147,23.0206,23.431,23.1729,,0.6887,0.6918,0.7112,0.7,,4.3728,4.403,4.8284,4.6006,,0.8196,0.8304,0.9372,0.8784,,30.6672,30.741,31.101,30.8841,,29.2901,29.3649,29.8423,29.5662,,25.7895,25.8723,26.3162,26.0529,,29.4289,29.5176,29.8622,29.6456,,5.1642,5.1918,5.2527,5.2085,,6.442,6.4625,6.5402,6.4911,,5.625,5.6423,5.7076,5.6663,,4.7264,4.7412,4.7901,4.7583
FEB 2004,,39.0964,,38.9064,39.0015,39.1958,39.0511,,72.4703,72.6473,73.3232,72.8968,,49.029,49.1473,49.6881,49.3586,,36.3894,36.4827,36.9589,36.6742,,4.9886,5.0049,5.0537,5.0212,,9.9965,10.0333,10.562,10.2793,,22.9646,23.0304,23.3375,23.1511,,22.881,22.9883,23.3992,23.1401,,0.685,0.6883,0.7077,0.6964,,4.4147,4.4404,4.8667,4.6407,,0.8109,0.8208,0.9286,0.8698,,31.1583,31.2341,31.6059,31.3821,,30.0853,30.1639,30.6457,30.3655,,26.7356,26.8246,27.2741,27.0049,,29.1693,29.26,29.6059,29.3876,,5.2914,5.3203,5.3823,5.3369,,6.5721,6.5933,6.675,6.6236,,5.5753,5.5922,5.6571,5.6162,,4.6826,4.698,4.7486,4.7156
JAN 2004,,39.0928,,38.9045,38.9999,39.1918,39.0482,,70.726,70.9044,71.5719,71.149,,48.9262,49.0457,49.5841,49.2552,,36.4167,36.5105,36.9928,36.7048,,4.9937,5.0104,5.0589,5.0263,,9.9916,10.0281,10.5643,10.278,,22.8083,22.8735,23.1746,22.9915,,22.7388,22.8319,23.2337,22.9863,,0.6916,0.6949,0.7148,0.7032,,4.431,4.4578,4.9019,4.6665,,0.8063,0.8156,0.9272,0.8668,,31.2366,31.3127,31.6867,31.4617,,29.806,29.8823,30.3633,30.0847,,25.9878,26.0726,26.5202,26.254,,29.9178,30.0097,30.3623,30.1401,,5.2982,5.3267,5.3913,5.3448,,6.5602,6.5811,6.6634,6.6118,,5.6884,5.7057,5.7718,5.7301,,4.6847,4.6991,4.7466,4.7157
DEC 2003,,39.7113,,39.5187,39.6154,39.8134,39.6661,,69.0742,69.2437,69.9122,69.4932,,48.4406,48.5619,49.1061,48.7734,,36.5059,36.6,37.0858,36.7959,,5.0727,5.089,5.1409,5.1068,,10.1651,10.2036,10.7158,10.4405,,22.999,23.0656,23.3766,23.1878,,22.9032,23.02,23.4375,23.1704,,0.704,0.7073,0.7268,0.7154,,4.463,4.4902,4.9018,4.6824,,0.8207,0.8318,0.9291,0.8749,,31.1528,31.2272,31.6022,31.3775,,29.0106,29.0872,29.5749,29.2928,,25.3801,25.4692,25.9297,25.6549,,29.9726,30.0671,30.4259,30.1993,,5.33,5.3611,5.4419,5.386,,6.5006,6.5229,6.6082,6.5544,,5.8533,5.8725,5.9408,5.8971,,4.7499,4.7706,4.8256,4.7878
NOV 2003,,39.9048,,39.7057,39.8021,40.0044,39.8551,,66.9059,67.0744,67.739,67.3225,,46.2934,46.4115,46.9522,46.6228,,36.2054,36.2988,36.7813,36.4934,,5.0978,5.1144,5.1659,5.1319,,10.2117,10.2495,10.7676,10.4897,,22.8657,22.931,23.2423,23.054,,22.7621,22.8799,23.2884,23.0253,,0.708,0.7113,0.731,0.7195,,4.4789,4.5106,4.9223,4.7006,,0.8263,0.836,0.9341,0.8802,,29.6954,29.7679,30.1148,29.9051,,28.2528,28.3294,28.8186,28.5357,,24.7547,24.8452,25.3037,25.0292,,30.0957,30.1923,30.552,30.3239,,5.1219,5.1515,5.2274,5.1747,,6.2181,6.2394,6.3189,6.2685,,5.6411,5.6592,5.7235,5.6823,,4.774,4.7936,4.8488,4.8114
OCT 2003,,39.7279,,39.5323,39.6263,39.8258,39.6791,,66.0737,66.2359,66.9126,66.4932,,46.0859,46.1975,46.7339,46.4099,,35.9284,36.0205,36.5032,36.2158,,5.0902,5.1068,5.1564,5.1233,,10.153,10.1891,10.7397,10.4464,,22.6916,22.7547,23.0559,22.8738,,22.6186,22.7165,23.105,22.8618,,0.7104,0.7136,0.7346,0.7225,,4.4509,4.4864,4.9659,4.7084,,0.8155,0.8237,0.9405,0.878,,29.7769,29.8483,30.1942,29.9856,,27.2192,27.2883,27.7699,27.4946,,23.5865,23.6615,24.1111,23.8488,,29.7211,29.8095,30.159,29.9401,,5.067,5.0926,5.1561,5.1116,,6.198,6.2175,6.2933,6.2457,,5.5964,5.6129,5.6762,5.6363,,4.7697,4.7815,4.8169,4.7933
SEP 2003,,40.497,,40.3109,40.4059,40.6016,40.4563,,64.732,64.8893,65.5495,65.1408,,45.0894,45.197,45.7278,45.4086,,34.8831,34.9708,35.4256,35.1544,,5.1618,5.1782,5.2239,5.1929,,10.3628,10.4004,10.9384,10.6506,,22.9827,23.046,23.3449,23.1638,,22.8921,22.9966,23.3947,23.1434,,0.7237,0.7271,0.7479,0.7358,,4.5453,4.5755,5.0318,4.7886,,0.8278,0.8364,0.9446,0.8862,,29.1497,29.2182,29.5446,29.3472,,26.4845,26.5513,27.0305,26.7575,,23.3696,23.4437,23.8945,23.6321,,29.4078,29.4941,29.8312,29.6195,,4.9519,4.9747,5.036,4.994,,6.0659,6.0821,6.1547,6.1103,,5.499,5.518,5.5772,5.5381,,4.8643,4.8754,4.9102,4.8873
AUG 2003,,41.6651,,41.4719,41.5681,41.7645,41.6182,,65.9386,66.0936,66.7532,66.3459,,46.071,46.1813,46.7125,46.3918,,34.7659,34.8516,35.29,35.028,,5.3029,5.3195,5.3661,5.3345,,10.6823,10.7225,11.2214,10.9519,,23.5496,23.6131,23.9209,23.7353,,23.4209,23.5504,23.9759,23.6984,,0.7447,0.7482,0.7694,0.7571,,4.6736,4.7024,5.1287,4.9012,,0.8563,0.8645,0.9567,0.9065,,29.9205,29.9895,30.3249,30.1227,,26.8228,26.8911,27.3781,27.1005,,23.9489,24.0243,24.4929,24.2209,,29.5679,29.6552,29.9929,29.7804,,4.9799,5.0014,5.0655,5.0227,,6.1938,6.2098,6.2851,6.2395,,5.5749,5.5959,5.6557,5.6153,,4.9943,5.0102,5.0581,5.0262
JUL 2003,,41.7772,,41.588,41.6839,41.877,41.7325,,67.3455,67.5043,68.1689,67.7572,,47.1487,47.2606,47.7969,47.4728,,34.9037,34.9899,35.4299,35.1668,,5.3185,5.3348,5.3801,5.3493,,10.6986,10.7366,11.2705,10.9846,,23.5894,23.6524,23.9558,23.7726,,23.4916,23.6043,24.0131,23.7524,,0.7635,0.7671,0.7888,0.7762,,4.7498,4.7833,5.2583,5.0041,,0.8511,0.8586,0.956,0.9036,,30.49,30.5606,30.902,30.696,,27.3534,27.4236,27.9123,27.6329,,24.1877,24.2646,24.7273,24.4575,,30.033,30.1235,30.4678,30.2504,,5.1055,5.1288,5.1938,5.1497,,6.3353,6.3521,6.4285,6.3819,,5.6837,5.7019,5.7646,5.7242,,5.0088,5.0242,5.0713,5.0401
JUN 2003,,41.6548,,41.4567,41.5526,41.747,41.6019,,68.6448,68.8107,69.4836,69.0642,,48.2475,48.3627,48.9081,48.5778,,34.912,34.9987,35.4456,35.1788,,5.3014,5.3181,5.3639,5.3327,,10.6558,10.6944,11.2427,10.9493,,23.7974,23.8617,24.1712,23.9843,,23.6898,23.8095,24.2283,23.9591,,0.7662,0.7699,0.7918,0.779,,4.8079,4.8407,5.2998,5.0539,,0.8407,0.8492,0.949,0.8949,,31.3533,31.4272,31.7818,31.5676,,27.3573,27.4282,27.9157,27.6365,,23.9108,23.9896,24.45,24.1804,,30.5268,30.6176,30.9687,30.7478,,5.2697,5.2959,5.3643,5.317,,6.4919,6.5093,6.5892,6.5406,,5.9142,5.9318,5.9973,5.9558,,4.9977,5.0115,5.0538,5.0258
